transaction_date,owner,ticker,asset_type,amount,senator
03/16/2017,Spouse,PSA,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,PRU,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,PG,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,PFE,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,PAYX,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,PPL,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MS,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,TAP,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MSFT,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MET,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MRK,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MXIM,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MMC,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MTB,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,KMI,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,KMB,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,KEY,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,KAR,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,JNJ,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,JPM,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,HSY,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,GSK,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,GILD,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,GM,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,GE,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,GD,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,FL,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,XOM,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,EXC,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,ETR,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,DNKN,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,DUK,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,DOW,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,DIS,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CCI,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,COP,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CMA,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CMCSA,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,KO,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CSCO,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CVX,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CVS,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,BMY,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,BA,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,BAC,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,BGS,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,AAPL,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,APA,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,AMGN,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,T,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,LYB,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,TEL,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,CB,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,MDT,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,ETN,Stock,"$1,001 - $15,000",Patty Murray
03/16/2017,Spouse,DLPH,Stock,"$1,001 - $15,000",Patty Murray
03/15/2017,Joint,ESRX,Stock,"$1,001 - $15,000",John F Reed
02/15/2017,Joint,--,Stock,"$1,001 - $15,000",William Cassidy
02/23/2017,Child,CVS,Stock,"$15,001 - $50,000",Sheldon Whitehouse
02/23/2017,Child,JCI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Child,BMY,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Child,JPM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Child,BUD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Spouse,BRK-B,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/10/2017,Joint,DISH,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Joint,EL,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Joint,MCK,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Joint,ABT,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/23/2017,Joint,BMY,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/10/2017,Self,DISH,Stock,"$1,001 - $15,000",Sheldon Whitehouse
02/10/2017,Self,ADI,Stock,"$15,001 - $50,000",Sheldon Whitehouse
02/10/2017,Self,PFE,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/21/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/21/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/18/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/17/2016,Spouse,RAI,Stock,"$1,001 - $15,000",Thomas R Carper
11/17/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/14/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/14/2016,Spouse,SCCO,Stock,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$15,001 - $50,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
02/07/2017,Spouse,--,Municipal Security,"$15,001 - $50,000","Angus S King, Jr."
02/17/2017,Self,YUMC,Stock,"$1,001 - $15,000",Chris Van Hollen
02/17/2017,Self,YUM,Stock,"$1,001 - $15,000",Chris Van Hollen
02/17/2017,Self,VZ,Stock,"$1,001 - $15,000",Chris Van Hollen
02/17/2017,Self,PEP,Stock,"$15,001 - $50,000",Chris Van Hollen
02/17/2017,Self,JNJ,Stock,"$1,001 - $15,000",Chris Van Hollen
02/17/2017,Self,GE,Stock,"$15,001 - $50,000",Chris Van Hollen
02/17/2017,Self,T,Stock,"$1,001 - $15,000",Chris Van Hollen
02/21/2017,Joint,CELG,Stock,"$1,001 - $15,000",John F Reed
02/21/2017,Self,CELG,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Joint,TMO,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Joint,XBI,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Joint,FDX,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Joint,ADI,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Joint,AGN,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,--,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,XBI,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,HACK,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,IYT,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,FDX,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,ADI,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,AGN,Stock,"$1,001 - $15,000",John F Reed
03/06/2017,Self,ESRX,Stock,"$1,001 - $15,000",John F Reed
03/02/2017,Self,NGG,Stock,"$100,001 - $250,000",John Hoeven
03/02/2017,Self,UPS,Stock,"$50,001 - $100,000",John Hoeven
03/02/2017,Self,QCOM,Stock,"$100,001 - $250,000",John Hoeven
02/15/2017,Self,KSS,Stock,"$50,001 - $100,000",John Hoeven
02/15/2017,Self,CCI,Stock,"$50,001 - $100,000",John Hoeven
02/28/2017,Self,--,Stock,"$15,001 - $50,000",Thomas R Carper
02/28/2017,Self,--,Stock,"$15,001 - $50,000",Thomas R Carper
02/10/2017,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
02/13/2017,Joint,GE,Stock,"$1,001 - $15,000",Patrick J Toomey
01/27/2017,Joint,VZ,Stock,"$15,001 - $50,000",Patrick J Toomey
02/22/2017,Joint,XEL,Stock,"$15,001 - $50,000",Patrick J Toomey
02/22/2017,Joint,TRV,Stock,"$1,001 - $15,000",Patrick J Toomey
02/22/2017,Joint,DD,Stock,"$15,001 - $50,000",Patrick J Toomey
02/28/2017,Self,BMY,Stock,"$15,001 - $50,000",James M Inhofe
02/16/2017,Self,XON,Stock,"$15,001 - $50,000",James M Inhofe
02/14/2017,Self,AGN,Stock,"$50,001 - $100,000",James M Inhofe
02/10/2017,Self,CERN,Stock,"$50,001 - $100,000",James M Inhofe
02/01/2017,Self,SYF,Stock,"$50,001 - $100,000",James M Inhofe
02/01/2017,Self,BMY,Stock,"$15,001 - $50,000",James M Inhofe
02/06/2017,Self,MPW,Stock,"$1,001 - $15,000",Gary C Peters
02/28/2017,Joint,--,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/27/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2017,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/23/2017,Joint,WOOF,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/22/2017,Spouse,PFE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/17/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/16/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/14/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/14/2017,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2017,Joint,BAX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2017,Joint,VIAB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2017,Joint,WOOF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/09/2017,Joint,WOOF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/09/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/08/2017,Joint,PG,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/08/2017,Joint,AMZN,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/08/2017,Joint,ORCL,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/08/2017,Joint,BAX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/08/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/08/2017,Joint,PKI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/07/2017,Joint,--,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/06/2017,Joint,WOOF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/07/2017,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/07/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/07/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/06/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/06/2017,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/03/2017,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
02/03/2017,Joint,--,Municipal Security,"$100,001 - $250,000","David A Perdue , Jr"
02/03/2017,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/02/2017,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/01/2017,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/01/2017,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/01/2017,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/01/2017,Joint,WOOF,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/31/2017,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/01/2017,Self,AAPL,Stock,"$15,001 - $50,000",John Cornyn
01/30/2017,Joint,EMR,Stock,"$1,001 - $15,000",John F Reed
01/30/2017,Joint,HON,Stock,"$1,001 - $15,000",John F Reed
01/31/2017,Joint,PEP,Stock,"$1,001 - $15,000",John F Reed
01/31/2017,Self,PEP,Stock,"$1,001 - $15,000",John F Reed
02/03/2017,Joint,AQFH,Stock,"$1,001 - $15,000",Thomas R Tillis
02/01/2017,Joint,AQFH,Stock,"$15,001 - $50,000",Thomas R Tillis
01/26/2017,Joint,--,Stock,"$15,001 - $50,000",Thomas R Tillis
01/31/2017,Spouse,--,Corporate Bond,"$15,001 - $50,000",Susan M Collins
01/11/2017,Child,MDT,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/11/2017,Spouse,NVDA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/11/2017,Spouse,PANW,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/11/2017,Joint,UNH,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/11/2017,Joint,PANW,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/11/2017,Joint,AAPL,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/11/2017,Joint,NSRGY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/24/2017,Joint,TMUS,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/24/2017,Joint,IR,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/24/2017,Joint,BA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/30/2017,Joint,MO,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/30/2017,Joint,LW,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/11/2017,Self,AAPL,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/25/2017,Self,IR,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/30/2017,Self,MO,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/25/2017,Self,USB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/30/2017,Self,BRK-B,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/30/2017,Spouse,USB,Stock,"$1,001 - $15,000",Shelley M Capito
01/27/2017,Joint,VZ,Stock,"$15,001 - $50,000",Patrick J Toomey
01/06/2017,Joint,--,Municipal Security,"$15,001 - $50,000",Patrick J Toomey
01/25/2017,Joint,NEE-PC,Stock,"$15,001 - $50,000",Patrick J Toomey
01/25/2017,Joint,T,Stock,"$15,001 - $50,000",Patrick J Toomey
01/25/2017,Joint,BAC,Stock,"$15,001 - $50,000",Patrick J Toomey
01/25/2017,Self,--,Other Securities,"$250,001 - $500,000",Michael F Bennet
01/23/2017,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
01/23/2017,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
01/17/2017,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
01/17/2017,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
01/27/2017,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/26/2017,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/26/2017,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/26/2017,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/20/2017,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/19/2017,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/18/2017,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/12/2017,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/10/2017,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/09/2017,Joint,WFM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/04/2017,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/18/2017,Self,QCOM,Stock,"$1,001 - $15,000",John F Reed
01/18/2017,Self,NXPI,Stock,"$1,001 - $15,000",John F Reed
01/18/2017,Joint,QCOM,Stock,"$1,001 - $15,000",John F Reed
01/18/2017,Joint,NXPI,Stock,"$1,001 - $15,000",John F Reed
01/19/2017,Spouse,FB,Stock,"$1,001 - $15,000",Pat Roberts
01/09/2017,Spouse,TJX,Stock,"$1,001 - $15,000",Pat Roberts
01/03/2017,Spouse,NOC,Stock,"$1,001 - $15,000",Pat Roberts
01/26/2017,Self,CHKP,Stock,"$50,001 - $100,000",James M Inhofe
01/19/2017,Self,WFC,Stock,"$50,001 - $100,000",James M Inhofe
01/19/2017,Self,UL,Stock,"$15,001 - $50,000",James M Inhofe
01/11/2017,Self,ARW,Stock,"$50,001 - $100,000",James M Inhofe
01/11/2017,Self,BUD,Stock,"$50,001 - $100,000",James M Inhofe
01/12/2017,Self,--,Other Securities,"$50,001 - $100,000",John Hoeven
01/25/2017,Self,MRK,Stock,"$50,001 - $100,000",John Hoeven
01/24/2017,Self,WTW,Stock,"$50,001 - $100,000",John Hoeven
01/23/2017,Self,VFC,Stock,"$50,001 - $100,000",John Hoeven
01/20/2017,Self,JNJ,Stock,"$100,001 - $250,000",John Hoeven
01/20/2017,Self,ABBV,Stock,"$100,001 - $250,000",John Hoeven
01/20/2017,Self,PFE,Stock,"$50,001 - $100,000",John Hoeven
01/20/2017,Self,BMY,Stock,"$50,001 - $100,000",John Hoeven
01/20/2017,Self,AMGN,Stock,"$50,001 - $100,000",John Hoeven
01/20/2017,Self,VZ,Stock,"$50,001 - $100,000",John Hoeven
01/20/2017,Self,PG,Stock,"$100,001 - $250,000",John Hoeven
01/20/2017,Self,PEP,Stock,"$100,001 - $250,000",John Hoeven
01/20/2017,Self,INTC,Stock,"$50,001 - $100,000",John Hoeven
01/20/2017,Self,KO,Stock,"$100,001 - $250,000",John Hoeven
01/20/2017,Self,CSCO,Stock,"$100,001 - $250,000",John Hoeven
01/20/2017,Self,T,Stock,"$50,001 - $100,000",John Hoeven
12/30/2016,Self,SPG,Stock,"$1,001 - $15,000",Gary C Peters
12/13/2016,Spouse,GS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/13/2016,Joint,GS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/23/2016,Joint,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/23/2016,Joint,PSA,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/23/2016,Joint,BIIB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/13/2016,Self,BIIB,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/23/2016,Self,AMGN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/30/2016,Spouse,PRGO,Stock,"$15,001 - $50,000",Susan M Collins
12/16/2016,Spouse,ESRX,Stock,"$1,001 - $15,000",Susan M Collins
12/01/2016,Spouse,VZ,Stock,"$1,001 - $15,000",Susan M Collins
12/01/2016,Spouse,SRCL,Stock,"$15,001 - $50,000",Susan M Collins
12/01/2016,Spouse,GOOG,Stock,"$1,001 - $15,000",Susan M Collins
12/30/2016,Spouse,COP,Stock,"$15,001 - $50,000",Susan M Collins
12/20/2016,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
12/01/2016,Spouse,TSCO,Stock,"$15,001 - $50,000",Susan M Collins
12/01/2016,Spouse,TMK,Stock,"$1,001 - $15,000",Susan M Collins
12/01/2016,Spouse,MTD,Stock,"$1,001 - $15,000",Susan M Collins
12/01/2016,Spouse,HOLX,Stock,"$15,001 - $50,000",Susan M Collins
12/01/2016,Spouse,AWK,Stock,"$15,001 - $50,000",Susan M Collins
11/28/2016,Joint,--,Stock,"$15,001 - $50,000",Patrick J Toomey
12/15/2016,Self,GILD,Stock,"$50,001 - $100,000",James M Inhofe
12/15/2016,Self,--,Stock,"$15,001 - $50,000",James M Inhofe
01/04/2017,Self,SPG,Stock,"$100,001 - $250,000",John Hoeven
01/04/2017,Self,NKE,Stock,"$100,001 - $250,000",John Hoeven
12/28/2016,Self,CSX,Stock,"$50,001 - $100,000",John Hoeven
12/28/2016,Self,F,Stock,"$100,001 - $250,000",John Hoeven
12/16/2016,Joint,ZBH,Stock,"$1,001 - $15,000",John F Reed
12/16/2016,Self,ZBH,Stock,"$1,001 - $15,000",John F Reed
12/16/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
12/16/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
12/16/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
12/16/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
12/16/2016,Spouse,--,Stock,"$15,001 - $50,000",Thomas R Carper
12/15/2016,Spouse,--,Stock,"$15,001 - $50,000",Thomas R Carper
12/22/2016,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/16/2016,Joint,ENB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/16/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/16/2016,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/15/2016,Joint,WMB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/14/2016,Joint,OKS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2016,Joint,EPD,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2016,Joint,EPD,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2016,Joint,BPL,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/12/2016,Joint,ETP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2016,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/09/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/08/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/07/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/27/2016,Spouse,--,Stock,"$1,001 - $15,000",Pat Roberts
12/27/2016,Spouse,BA,Stock,"$15,001 - $50,000",Pat Roberts
12/27/2016,Spouse,FB,Stock,"$1,001 - $15,000",Pat Roberts
12/15/2016,Spouse,BAC,Stock,"$1,001 - $15,000",Pat Roberts
12/27/2016,Spouse,CVX,Stock,"$15,001 - $50,000",Pat Roberts
12/27/2016,Spouse,NFLX,Stock,"$15,001 - $50,000",Pat Roberts
12/15/2016,Spouse,ZNGA,Stock,"$1,001 - $15,000",Pat Roberts
12/15/2016,Spouse,AAPL,Stock,"$1,001 - $15,000",Pat Roberts
12/15/2016,Spouse,TJX,Stock,"$1,001 - $15,000",Pat Roberts
12/23/2016,Self,--,Non-Public Stock,"$250,001 - $500,000",John Hoeven
12/22/2016,Self,USB,Stock,"$15,001 - $50,000",John Hoeven
12/22/2016,Self,UNP,Stock,"$100,001 - $250,000",John Hoeven
12/22/2016,Self,VSAT,Stock,"$15,001 - $50,000",John Hoeven
12/22/2016,Self,IBM,Stock,"$100,001 - $250,000",John Hoeven
12/23/2016,Self,WFC,Stock,"$100,001 - $250,000",John Hoeven
11/15/2016,Spouse,--,Municipal Security,"$1,001 - $15,000","Angus S King, Jr."
12/16/2016,Self,VLO,Stock,"$100,001 - $250,000",John Hoeven
12/16/2016,Self,CAT,Stock,"$100,001 - $250,000",John Hoeven
12/16/2016,Self,UA,Stock,"$50,001 - $100,000",John Hoeven
12/16/2016,Self,UAA,Stock,"$15,001 - $50,000",John Hoeven
12/16/2016,Self,CTL,Stock,"$100,001 - $250,000",John Hoeven
12/19/2016,Self,BX,Stock,"$100,001 - $250,000",John Hoeven
12/19/2016,Self,DEO,Stock,"$100,001 - $250,000",John Hoeven
11/14/2016,Spouse,JWN,Stock,"$1,001 - $15,000",Shelley M Capito
11/30/2016,Self,CVS,Stock,"$1,001 - $15,000",Gary C Peters
12/14/2016,Self,WETF,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Self,DVMT,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Self,AMG,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Self,XSD,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Self,INTC,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Self,DHR,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Joint,IAI,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Joint,AMG,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Joint,XSD,Stock,"$1,001 - $15,000",John F Reed
12/14/2016,Joint,DHR,Stock,"$1,001 - $15,000",John F Reed
11/28/2016,Child,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Child,ORCL,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Child,DIS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Spouse,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Spouse,FB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Spouse,AMGN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Joint,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Joint,MCK,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Joint,GOOGL,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Joint,ABT,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Joint,BA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Joint,DIS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/15/2016,Self,SBUX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
