transaction_date,owner,ticker,asset_type,amount,senator
02/25/2020,Joint,T,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/25/2020,Joint,T,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/25/2020,Joint,CZR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/25/2020,Joint,T,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/25/2020,Joint,VIAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,T,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,CZR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,VIAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,TRP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,T,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,CZR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/24/2020,Joint,DAL,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/24/2020,Joint,T,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/24/2020,Joint,TRP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/07/2020,Joint,HBI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/07/2020,Joint,HBI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2020,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2020,Joint,TRGP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2020,Joint,TRGP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2020,Joint,HBI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2020,Joint,ET,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2020,Joint,ET,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/11/2020,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2020,Joint,ET,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2020,Joint,ET,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,TRGP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,MPLX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,ENB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,DCP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,DCP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,LNG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2020,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/20/2020,Joint,WES,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/20/2020,Joint,WES,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/20/2020,Joint,SHLX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/20/2020,Joint,OKE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/20/2020,Joint,T,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/21/2020,Joint,PSXP,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/21/2020,Joint,PSXP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/21/2020,Joint,PSXP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/21/2020,Joint,VIAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/21/2020,Joint,T,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/31/2019,Spouse,--,Other Securities,"$100,001 - $250,000",Lamar Alexander
05/31/2019,Spouse,--,Other Securities,"$500,001 - $1,000,000",Lamar Alexander
05/31/2019,Spouse,--,Non-Public Stock,"$500,001 - $1,000,000",Lamar Alexander
11/13/2019,Spouse,--,Municipal Security,"$15,001 - $50,000",Lamar Alexander
01/29/2020,Self,BMEZ,Stock,"$100,001 - $250,000",John Hoeven
01/27/2020,Self,PYPL,Stock,"$15,001 - $50,000",James M Inhofe
01/27/2020,Self,INTU,Stock,"$50,001 - $100,000",James M Inhofe
01/27/2020,Self,DHR,Stock,"$50,001 - $100,000",James M Inhofe
01/27/2020,Self,BAM,Stock,"$50,001 - $100,000",James M Inhofe
01/27/2020,Self,AAPL,Stock,"$15,001 - $50,000",James M Inhofe
01/14/2020,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
01/14/2020,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
01/14/2020,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
01/16/2020,Self,--,Other Securities,"$500,001 - $1,000,000",Mark R Warner
01/14/2020,Spouse,CMCSA,Stock Option,"$1,001 - $15,000",Kelly Loeffler
01/14/2020,Spouse,CSCO,Stock Option,"$1,001 - $15,000",Kelly Loeffler
01/14/2020,Spouse,GS,Stock Option,"$1,001 - $15,000",Kelly Loeffler
01/14/2020,Spouse,CVX,Stock Option,"$1,001 - $15,000",Kelly Loeffler
01/14/2020,Spouse,UL,Stock Option,"$1,001 - $15,000",Kelly Loeffler
01/08/2020,Spouse,PRU,Stock Option,"$1,001 - $15,000",Kelly Loeffler
01/29/2020,Spouse,--,Other Securities,"$100,001 - $250,000",Kelly Loeffler
01/29/2020,Self,--,Other Securities,"$15,001 - $50,000",Kelly Loeffler
01/31/2020,Spouse,TJX,Stock,"$15,001 - $50,000",Kelly Loeffler
01/31/2020,Spouse,ROST,Stock,"$15,001 - $50,000",Kelly Loeffler
01/31/2020,Spouse,AZO,Stock,"$15,001 - $50,000",Kelly Loeffler
01/30/2020,Spouse,AZO,Stock,"$15,001 - $50,000",Kelly Loeffler
01/29/2020,Spouse,ROST,Stock,"$15,001 - $50,000",Kelly Loeffler
01/29/2020,Spouse,KEYS,Stock,"$100,001 - $250,000",Kelly Loeffler
01/29/2020,Spouse,CMCSA,Stock,"$15,001 - $50,000",Kelly Loeffler
01/28/2020,Spouse,REZI,Stock,"$15,001 - $50,000",Kelly Loeffler
01/27/2020,Spouse,REZI,Stock,"$100,001 - $250,000",Kelly Loeffler
01/21/2020,Spouse,DFS,Stock,"$250,001 - $500,000",Kelly Loeffler
01/17/2020,Spouse,--,Municipal Security,"$100,001 - $250,000",Kelly Loeffler
01/08/2020,Spouse,--,Municipal Security,"$250,001 - $500,000",Kelly Loeffler
01/08/2020,Spouse,--,Municipal Security,"$100,001 - $250,000",Kelly Loeffler
01/24/2020,Spouse,REZI,Stock,"$50,001 - $100,000",Kelly Loeffler
01/13/2020,Joint,--,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/13/2020,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/13/2020,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/30/2020,Joint,BAC,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/30/2020,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/29/2020,Joint,GLW,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/29/2020,Joint,AXTA,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/28/2020,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/27/2020,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/27/2020,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/24/2020,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/24/2020,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/24/2020,Joint,DD,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/24/2020,Joint,DD,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/23/2020,Joint,CDLX,Stock,"$1,000,001 - $5,000,000","David A Perdue , Jr"
01/22/2020,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/21/2020,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2020,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2020,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/13/2020,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/10/2020,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/10/2020,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/10/2020,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/07/2020,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/06/2020,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/27/2020,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
01/10/2020,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
01/10/2020,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
01/21/2020,Spouse,MA,Stock,"$15,001 - $50,000",Pat Roberts
01/13/2020,Spouse,KSS,Stock,"$1,001 - $15,000",Pat Roberts
01/13/2020,Spouse,NFLX,Stock,"$15,001 - $50,000",Pat Roberts
01/10/2020,Spouse,AMZN,Stock,"$15,001 - $50,000",Pat Roberts
01/10/2020,Spouse,NFLX,Stock,"$15,001 - $50,000",Pat Roberts
01/06/2020,Spouse,MA,Stock,"$50,001 - $100,000",Pat Roberts
01/06/2020,Spouse,NVDA,Stock,"$15,001 - $50,000",Pat Roberts
01/06/2020,Spouse,AMZN,Stock,"$15,001 - $50,000",Pat Roberts
01/13/2020,Spouse,ETY,Stock,"$15,001 - $50,000",Pat Roberts
01/14/2020,Spouse,BABA,Stock,"$15,001 - $50,000",Pat Roberts
01/06/2020,Spouse,NFLX,Stock,"$15,001 - $50,000",Pat Roberts
01/24/2020,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
01/02/2020,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
01/02/2020,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/09/2019,Self,TFC,Stock,"$100,001 - $250,000",Shelley M Capito
12/31/2019,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
12/31/2019,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
01/13/2020,Self,PG,Stock,"$100,001 - $250,000",James M Inhofe
01/13/2020,Self,BFAM,Stock,"$50,001 - $100,000",James M Inhofe
12/09/2019,Joint,VIAC,Stock,"$100,001 - $250,000","David A Perdue , Jr"
12/19/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
12/19/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/19/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/19/2019,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
12/17/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
12/17/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/17/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/17/2019,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
12/19/2019,Self,--,Corporate Bond,"$15,001 - $50,000",Gary C Peters
12/19/2019,Self,--,Corporate Bond,"$15,001 - $50,000",Gary C Peters
12/16/2019,Spouse,CMCSA,Stock,"$1,001 - $15,000",Shelley M Capito
12/11/2019,Spouse,C,Stock,"$1,001 - $15,000",Shelley M Capito
12/09/2019,Joint,--,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/03/2020,Joint,RF,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/02/2020,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/02/2020,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/31/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/31/2019,Joint,BAH,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/31/2019,Joint,DOW,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/31/2019,Joint,KMI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/30/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/23/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2019,Joint,ACA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/18/2019,Joint,FDX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/17/2019,Joint,PAA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/16/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/16/2019,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/16/2019,Joint,LNG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2019,Joint,SUN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2019,Joint,IP,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/11/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/10/2019,Joint,PAA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/10/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/09/2019,Joint,TRGP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/09/2019,Joint,TRGP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/06/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/05/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/03/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/03/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/31/2019,Self,BIV,Stock,"$100,001 - $250,000",John Hoeven
12/31/2019,Self,VFIJX,Stock,"$50,001 - $100,000",John Hoeven
12/31/2019,Self,SLB,Stock,"$50,001 - $100,000",John Hoeven
12/31/2019,Self,MPC,Stock,"$50,001 - $100,000",John Hoeven
12/23/2019,Self,TGBAX,Stock,"$100,001 - $250,000",John Hoeven
12/23/2019,Self,REZI,Stock,"$1,001 - $15,000",John Hoeven
12/23/2019,Self,KHC,Stock,"$100,001 - $250,000",John Hoeven
12/23/2019,Self,GTX,Stock,"$1,001 - $15,000",John Hoeven
12/10/2019,Self,PPL,Stock,"$15,001 - $50,000",Patrick J Toomey
12/27/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/27/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/17/2019,Spouse,UAA,Stock,"$1,001 - $15,000",Thomas R Carper
12/17/2019,Spouse,UAA,Stock,"$1,001 - $15,000",Thomas R Carper
12/17/2019,Spouse,BP,Stock,"$1,001 - $15,000",Thomas R Carper
12/16/2019,Self,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
12/06/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/06/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/19/2019,Joint,IBM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/26/2019,Spouse,KHC,Stock Option,"$1,001 - $15,000",Roy Blunt
12/02/2019,Spouse,MDLZ,Stock Option,"$50,001 - $100,000",Roy Blunt
12/06/2019,Self,TFC,Stock,"$15,001 - $50,000",Gary C Peters
02/04/2019,Self,EDIT,Stock,"$15,001 - $50,000",James M Inhofe
01/29/2019,Self,MSFT,Stock,"$15,001 - $50,000",James M Inhofe
03/01/2019,Self,DHR,Stock,"$15,001 - $50,000",James M Inhofe
06/25/2019,Self,PYPL,Stock,"$15,001 - $50,000",James M Inhofe
12/06/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
12/06/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/06/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/06/2019,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
12/05/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
12/05/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
12/05/2019,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
11/22/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
11/22/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
11/22/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
11/22/2019,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
11/20/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
10/11/2018,Self,MTUM,Stock,"$1,001 - $15,000",John N Kennedy
10/09/2018,Self,--,Stock,"$1,001 - $15,000",John N Kennedy
11/19/2019,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
11/19/2019,Self,PRU,Stock,"$100,001 - $250,000",John Hoeven
11/19/2019,Self,BSTZ,Stock,"$100,001 - $250,000",John Hoeven
12/04/2019,Spouse,WFC,Stock,"$1,001 - $15,000","A. Mitchell McConnell, Jr."
11/05/2019,Self,GE,Stock,"$1,001 - $15,000",Patrick J Toomey
11/06/2019,Self,ET,Stock,"$1,001 - $15,000",Patrick J Toomey
11/19/2019,Child,NDAQ,Stock,"$1,001 - $15,000",Patrick J Toomey
11/19/2019,Child,NDAQ,Stock,"$1,001 - $15,000",Patrick J Toomey
11/15/2019,Self,--,Non-Public Stock,"$50,001 - $100,000",Mark R Warner
11/20/2019,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
11/19/2019,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
11/29/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/26/2019,Joint,URBN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/26/2019,Joint,URBN,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/21/2019,Joint,AM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2019,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2019,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2019,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/14/2019,Joint,SPY,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/14/2019,Joint,CTSH,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/14/2019,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/14/2019,Joint,XOM,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/12/2019,Joint,TCP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2019,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2019,Joint,LGF-B,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/11/2019,Joint,BOIVF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/11/2019,Joint,FDX,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/11/2019,Joint,CBS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/11/2019,Joint,SPY,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/11/2019,Joint,DVN,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/11/2019,Joint,CBS,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/11/2019,Joint,RF,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/11/2019,Joint,LGF-B,Stock,"$50,001 - $100,000","David A Perdue , Jr"
11/11/2019,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/11/2019,Joint,SPY,Stock,"$500,001 - $1,000,000","David A Perdue , Jr"
11/11/2019,Joint,FDX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/11/2019,Joint,DVN,Stock,"$50,001 - $100,000","David A Perdue , Jr"
11/11/2019,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/11/2019,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2019,Joint,BOIVF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2019,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2019,Joint,BOIVF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2019,Joint,ACA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/06/2019,Joint,BOIVF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/04/2019,Joint,BOIVF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/04/2019,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/01/2019,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/01/2019,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/08/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
11/08/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
11/07/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
11/07/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
11/04/2019,Spouse,MCD,Stock,"$1,001 - $15,000",Thomas R Carper
11/04/2019,Spouse,RTN,Stock,"$1,001 - $15,000",Thomas R Carper
11/04/2019,Spouse,MO,Stock,"$1,001 - $15,000",Thomas R Carper
11/04/2019,Spouse,TSM,Stock,"$1,001 - $15,000",Thomas R Carper
11/04/2019,Spouse,DRI,Stock,"$1,001 - $15,000",Thomas R Carper
11/27/2019,Joint,PAGP,Stock,"$1,001 - $15,000",Rafael E Cruz
11/12/2019,Spouse,MA,Stock,"$15,001 - $50,000",Pat Roberts
11/04/2019,Spouse,NOC,Stock,"$15,001 - $50,000",Pat Roberts
11/04/2019,Spouse,NOC,Stock,"$15,001 - $50,000",Pat Roberts
11/04/2019,Spouse,DIS,Stock,"$1,001 - $15,000",Pat Roberts
11/13/2019,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
11/05/2019,Self,IVZ,Stock,"$50,001 - $100,000",John Hoeven
11/05/2019,Self,XOM,Stock,"$50,001 - $100,000",John Hoeven
11/04/2019,Self,TWO,Stock,"$50,001 - $100,000",John Hoeven
11/04/2019,Self,XOM,Stock,"$50,001 - $100,000",John Hoeven
11/04/2019,Self,EXC,Stock,"$50,001 - $100,000",John Hoeven
11/04/2019,Self,CVX,Stock,"$50,001 - $100,000",John Hoeven
11/07/2019,Spouse,--,Municipal Security,"$15,001 - $50,000",Lamar Alexander
10/31/2018,Joint,BBT,Corporate Bond,"$15,001 - $50,000",Patrick J Toomey
10/19/2018,Self,ETP,Stock,"$1,001 - $15,000",Patrick J Toomey
08/01/2018,Self,--,Corporate Bond,"$15,001 - $50,000",Patrick J Toomey
08/01/2018,Joint,BBT,Corporate Bond,"$15,001 - $50,000",Patrick J Toomey
11/06/2019,Self,--,Municipal Security,"$250,001 - $500,000",Rick Scott
11/06/2019,Self,--,Municipal Security,"$250,001 - $500,000",Rick Scott
10/18/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/18/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/18/2019,Spouse,--,Municipal Security,"$100,001 - $250,000",Rick Scott
10/23/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/23/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/24/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/11/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
10/16/2019,Self,--,Municipal Security,"$100,001 - $250,000",Rick Scott
10/11/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/16/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/16/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/16/2019,Spouse,--,Municipal Security,"$250,001 - $500,000",Rick Scott
10/16/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/16/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/11/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/11/2019,Spouse,--,Municipal Security,"$500,001 - $1,000,000",Rick Scott
10/15/2019,Spouse,MSFT,Stock,"$1,001 - $15,000",Shelley M Capito
10/22/2019,Self,--,Other Securities,"$500,001 - $1,000,000",Mark R Warner
10/28/2019,Self,--,Non-Public Stock,"$5,000,001 - $25,000,000",John Hoeven
10/08/2019,Joint,RPM,Stock,"$15,001 - $50,000",Daniel S Sullivan
10/29/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/23/2019,Joint,NFLX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/28/2019,Joint,PEP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/28/2019,Joint,AAPL,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/28/2019,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/28/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/29/2019,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/30/2019,Joint,TCP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/31/2019,Joint,ALB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,EAF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,MSFT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,COP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,STT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,PG,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/30/2019,Joint,DIS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/30/2019,Joint,USB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,KO,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,MSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,PEP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,XOM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/30/2019,Joint,NWSA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
