senator,ticker,owner,type,transaction_date
James M Inhofe,BFAM,Self,Purchase,5/30/2017
James M Inhofe,AMGN,Self,Sale (Full),5/30/2017
James M Inhofe,UL,Self,Sale (Partial),5/9/2017
Patrick J Toomey,GE,Self,Sale (Full),5/18/2017
Susan M Collins,CVS,Spouse,Sale (Full),5/24/2017
Susan M Collins,FB,Spouse,Purchase,5/24/2017
Susan M Collins,AME,Spouse,Purchase,5/24/2017
"David A Perdue , Jr",FDC,Joint,Purchase,6/5/2017
"David A Perdue , Jr",LYV,Joint,Sale (Partial),6/2/2017
"David A Perdue , Jr",FDC,Joint,Purchase,6/2/2017
"David A Perdue , Jr",RF,Joint,Purchase,6/1/2017
"David A Perdue , Jr",URBN,Joint,Purchase,6/1/2017
"David A Perdue , Jr",UN,Joint,Sale (Partial),5/24/2017
"David A Perdue , Jr",SYK,Joint,Sale (Partial),5/24/2017
"David A Perdue , Jr",VZ,Joint,Purchase,5/24/2017
"David A Perdue , Jr",RF,Joint,Purchase,5/24/2017
"David A Perdue , Jr",RF,Joint,Purchase,5/24/2017
"David A Perdue , Jr",RF,Joint,Purchase,5/22/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/22/2017
"David A Perdue , Jr",RF,Joint,Purchase,5/19/2017
"David A Perdue , Jr",RF,Joint,Purchase,5/18/2017
"David A Perdue , Jr",RF,Joint,Purchase,5/18/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),5/18/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/18/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/17/2017
"David A Perdue , Jr",PFE,Joint,Purchase,5/17/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/15/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),5/15/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),5/15/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/15/2017
"David A Perdue , Jr",BCR,Joint,Sale (Full),5/12/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),5/12/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/12/2017
"David A Perdue , Jr",BCR,Joint,Sale (Partial),5/11/2017
"David A Perdue , Jr",DISCA,Joint,Purchase,5/11/2017
"David A Perdue , Jr",LYV,Joint,Sale (Partial),5/11/2017
"David A Perdue , Jr",URBN,Joint,Purchase,5/11/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),5/11/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),5/11/2017
"David A Perdue , Jr",DISCA,Joint,Purchase,5/10/2017
"David A Perdue , Jr",LYV,Joint,Sale (Partial),5/10/2017
"David A Perdue , Jr",AAPL,Joint,Sale (Partial),5/9/2017
"David A Perdue , Jr",AAPL,Joint,Sale (Partial),5/9/2017
"David A Perdue , Jr",LYV,Joint,Sale (Partial),5/8/2017
"David A Perdue , Jr",FOX,Joint,Purchase,5/8/2017
"David A Perdue , Jr",VSM,Joint,Purchase,5/5/2017
Pat Roberts,--,Spouse,Purchase,5/26/2017
Pat Roberts,T,Spouse,Purchase,6/5/2017
Pat Roberts,SBUX,Spouse,Purchase,5/26/2017
Steve Daines,--,Self,Sale (Full),6/2/2017
John Hoeven,FB,Self,Purchase,5/17/2017
John Hoeven,LYB,Self,Purchase,5/17/2017
John Hoeven,WTW,Self,Purchase,5/15/2017
John Hoeven,F,Self,Purchase,5/15/2017
"Angus S King, Jr.",--,Spouse,Purchase,4/27/2017
James M Inhofe,FLR,Self,Purchase,5/17/2017
Pat Roberts,BIDU,Spouse,Purchase,7/27/2015
Pat Roberts,AAPL,Spouse,Purchase,7/27/2015
Pat Roberts,AAPL,Spouse,Purchase,7/24/2015
Pat Roberts,--,Spouse,Sale (Full),7/13/2015
Pat Roberts,CELG,Spouse,Sale (Full),7/2/2015
"Joseph Manchin, III",HBAN,Spouse,Purchase,4/21/2017
"A. Mitchell McConnell, Jr.",--,Spouse,Sale (Full),4/21/2017
"A. Mitchell McConnell, Jr.",--,Spouse,Sale (Partial),2/2/2017
"A. Mitchell McConnell, Jr.",--,Spouse,Sale (Partial),6/9/2016
Susan M Collins,--,Spouse,Sale (Full),12/30/2016
Susan M Collins,ESRX,Spouse,Sale (Full),12/16/2016
Susan M Collins,VZ,Spouse,Sale (Full),12/1/2016
Susan M Collins,SRCL,Spouse,Sale (Full),12/1/2016
Susan M Collins,GOOG,Spouse,Sale (Partial),12/1/2016
Susan M Collins,COP,Spouse,Purchase,12/30/2016
Susan M Collins,--,Spouse,Purchase,12/20/2016
Susan M Collins,TSCO,Spouse,Purchase,12/1/2016
Susan M Collins,TMK,Spouse,Purchase,12/1/2016
Susan M Collins,MTD,Spouse,Purchase,12/1/2016
Susan M Collins,HOLX,Spouse,Purchase,12/1/2016
Susan M Collins,AWK,Spouse,Purchase,12/1/2016
Susan M Collins,--,Spouse,Sale (Full),6/28/2016
Susan M Collins,--,Spouse,Purchase,6/30/2016
Susan M Collins,--,Spouse,Purchase,6/30/2016
John F Reed,NXPI,Joint,Sale (Full),5/5/2017
John F Reed,NXPI,Self,Sale (Full),5/5/2017
John F Reed,DVMT,Self,Exchange,9/7/2016
Sheldon Whitehouse,QCOM,Child,Purchase,4/5/2017
Sheldon Whitehouse,DISH,Child,Purchase,4/5/2017
Sheldon Whitehouse,QCOM,Joint,Purchase,4/5/2017
Sheldon Whitehouse,LB,Joint,Sale (Full),4/5/2017
Sheldon Whitehouse,WPC,Joint,Purchase,4/5/2017
Sheldon Whitehouse,USB,Self,Purchase,4/5/2017
Sheldon Whitehouse,LB,Self,Sale (Full),4/5/2017
Sheldon Whitehouse,AMGN,Self,Purchase,4/5/2017
Sheldon Whitehouse,IBM,Self,Purchase,4/5/2017
Pat Roberts,NFLX,Spouse,Purchase,4/7/2017
Pat Roberts,--,Spouse,Sale (Full),4/3/2017
Shelley M Capito,WFC,Spouse,Sale (Partial),4/24/2017
John Hoeven,SPG,Self,Purchase,12/29/2016
John Hoeven,NKE,Self,Purchase,12/29/2016
John Hoeven,CSX,Self,Sale (Full),12/28/2016
John Hoeven,F,Self,Sale (Full),12/28/2016
"David A Perdue , Jr",MOS,Joint,Purchase,5/2/2017
"David A Perdue , Jr",GM,Joint,Purchase,4/28/2017
"David A Perdue , Jr",WLK,Joint,Sale (Partial),4/27/2017
"David A Perdue , Jr",VSM,Joint,Purchase,4/27/2017
"David A Perdue , Jr",BAX,Joint,Sale (Partial),4/26/2017
"David A Perdue , Jr",FOX,Joint,Purchase,4/24/2017
"David A Perdue , Jr",BCR,Joint,Sale (Partial),4/24/2017
"David A Perdue , Jr",WFM,Joint,Sale (Partial),4/24/2017
"David A Perdue , Jr",MOS,Joint,Purchase,4/12/2017
"David A Perdue , Jr",--,Joint,Purchase,4/11/2017
"David A Perdue , Jr",MOS,Joint,Purchase,4/11/2017
"David A Perdue , Jr",MOS,Joint,Purchase,4/11/2017
"David A Perdue , Jr",CVX,Joint,Purchase,4/4/2017
John F Reed,--,Self,Exchange,9/7/2016
Thomas R Carper,--,Spouse,Sale (Full),4/13/2017
John Hoeven,IBM,Self,Purchase,4/24/2017
John Hoeven,MDLZ,Self,Purchase,4/24/2017
John Hoeven,GIS,Self,Purchase,4/21/2017
John Hoeven,SBUX,Self,Purchase,4/21/2017
John Hoeven,SPG,Self,Sale (Full),4/20/2017
John Hoeven,KSS,Self,Sale (Full),4/20/2017
Gary C Peters,--,Self,Purchase,5/2/2017
Gary C Peters,--,Self,Purchase,4/26/2017
Gary C Peters,--,Self,Purchase,4/26/2017
Patrick J Toomey,SPY,Self,Purchase,5/9/2017
James M Inhofe,CRM,Self,Purchase,4/25/2017
James M Inhofe,HBI,Self,Purchase,4/20/2017
James M Inhofe,GE,Self,Purchase,4/5/2017
Gary C Peters,--,Self,Purchase,4/13/2017
Gary C Peters,--,Self,Purchase,4/19/2017
William Cassidy,FRT,Spouse,Purchase,3/29/2017
William Cassidy,TGT,Spouse,Purchase,3/29/2017
William Cassidy,SO,Spouse,Sale (Full),3/29/2017
William Cassidy,LOW,Spouse,Sale (Partial),3/29/2017
William Cassidy,AMT,Spouse,Sale (Full),3/29/2017
Thomas R Carper,--,Spouse,Sale (Partial),7/14/2016
Thomas R Carper,--,Spouse,Sale (Full),7/14/2016
Thomas R Carper,--,Spouse,Sale (Full),7/14/2016
Thomas R Carper,--,Spouse,Sale (Partial),7/14/2016
Thomas R Carper,--,Spouse,Sale (Partial),7/14/2016
Thomas R Carper,--,Spouse,Purchase,7/6/2016
Thomas R Carper,--,Spouse,Sale (Full),7/6/2016
John Hoeven,--,Self,Purchase,4/5/2017
John Hoeven,--,Self,Purchase,3/29/2017
"Angus S King, Jr.",--,Spouse,Purchase,3/16/2017
Sheldon Whitehouse,--,Joint,Sale (Full),3/15/2017
Sheldon Whitehouse,LLTC,Child,Sale (Full),3/14/2017
Sheldon Whitehouse,ADI,Child,Exchange,3/14/2017
Sheldon Whitehouse,MCHP,Joint,Sale (Partial),3/6/2017
Sheldon Whitehouse,CAG,Joint,Sale (Partial),3/6/2017
Sheldon Whitehouse,GE,Joint,Sale (Partial),3/6/2017
Susan M Collins,RHHBY,Spouse,Sale (Full),3/2/2017
Susan M Collins,GILD,Spouse,Sale (Full),3/2/2017
Susan M Collins,DHR,Spouse,Purchase,3/2/2017
Susan M Collins,BRKB,Spouse,Purchase,3/2/2017
Michael F Bennet,RGC,Self,Sale (Partial),3/28/2017
John F Reed,WETF,Joint,Sale (Full),4/4/2017
John F Reed,AGU,Joint,Sale (Full),4/4/2017
Thomas R Carper,--,Spouse,Sale (Full),3/27/2017
Thomas R Carper,--,Spouse,Sale (Full),3/27/2017
Thomas R Carper,--,Spouse,Purchase,3/22/2017
Thomas R Carper,--,Spouse,Sale (Full),3/21/2017
Thomas R Carper,--,Spouse,Sale (Full),3/21/2017
Thomas R Carper,--,Spouse,Sale (Full),3/21/2017
Thomas R Carper,--,Spouse,Sale (Full),3/21/2017
Thomas R Carper,--,Spouse,Sale (Full),3/21/2017
Thomas R Carper,TSN,Spouse,Sale (Full),3/21/2017
Thomas R Carper,--,Spouse,Sale (Full),3/16/2017
"David A Perdue , Jr",PKI,Joint,Sale (Partial),3/24/2017
"David A Perdue , Jr",TRP,Joint,Purchase,3/24/2017
"David A Perdue , Jr",TRP,Joint,Purchase,3/24/2017
"David A Perdue , Jr",TLLP,Joint,Sale (Partial),3/24/2017
"David A Perdue , Jr",ENB,Joint,Sale (Partial),3/23/2017
"David A Perdue , Jr",KMI,Joint,Purchase,3/23/2017
"David A Perdue , Jr",EPD,Joint,Sale (Partial),3/23/2017
"David A Perdue , Jr",KMI,Joint,Purchase,3/23/2017
"David A Perdue , Jr",KMI,Joint,Purchase,3/23/2017
"David A Perdue , Jr",WLK,Joint,Sale (Partial),3/23/2017
"David A Perdue , Jr",VSM,Joint,Purchase,3/23/2017
"David A Perdue , Jr",JPM,Joint,Sale (Partial),3/22/2017
"David A Perdue , Jr",GPK,Joint,Sale (Partial),3/22/2017
"David A Perdue , Jr",SLB,Joint,Purchase,3/22/2017
"David A Perdue , Jr",COST,Joint,Purchase,3/22/2017
"David A Perdue , Jr",BMY,Joint,Purchase,3/22/2017
"David A Perdue , Jr",JPM,Joint,Sale (Partial),3/22/2017
"David A Perdue , Jr",CVX,Joint,Purchase,3/22/2017
"David A Perdue , Jr",PRU,Joint,Sale (Partial),3/22/2017
"David A Perdue , Jr",WLK,Joint,Sale (Partial),3/16/2017
"David A Perdue , Jr",WLK,Joint,Sale (Partial),3/15/2017
"David A Perdue , Jr",WMT,Joint,Purchase,3/14/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Full),3/14/2017
"David A Perdue , Jr",WMT,Joint,Purchase,3/13/2017
"David A Perdue , Jr",WLK,Joint,Sale (Partial),3/13/2017
"David A Perdue , Jr",WFM,Joint,Purchase,3/10/2017
"David A Perdue , Jr",MOS,Joint,Purchase,3/10/2017
"David A Perdue , Jr",WLK,Joint,Sale (Partial),3/10/2017
"David A Perdue , Jr",WFM,Joint,Purchase,3/8/2017
"David A Perdue , Jr",BAC,Joint,Sale (Partial),3/3/2017
"David A Perdue , Jr",BAX,Joint,Sale (Partial),3/2/2017
"David A Perdue , Jr",PFE,Joint,Purchase,3/2/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),3/1/2017
James M Inhofe,GM,Self,Purchase,3/7/2017
James M Inhofe,SYF,Self,Sale (Full),3/2/2017
Patty Murray,WMB,Spouse,Purchase,3/16/2017
Patty Murray,WRK,Spouse,Purchase,3/16/2017
Patty Murray,WFC,Spouse,Purchase,3/16/2017
Patty Murray,WBA,Spouse,Purchase,3/16/2017
Patty Murray,WMT,Spouse,Purchase,3/16/2017
Patty Murray,VZ,Spouse,Purchase,3/16/2017
Patty Murray,UTX,Spouse,Purchase,3/16/2017
Patty Murray,UPS,Spouse,Purchase,3/16/2017
Patty Murray,UN,Spouse,Purchase,3/16/2017
Patty Murray,USB,Spouse,Purchase,3/16/2017
Patty Murray,TUP,Spouse,Purchase,3/16/2017
Patty Murray,TWX,Spouse,Purchase,3/16/2017
Patty Murray,TGT,Spouse,Purchase,3/16/2017
Patty Murray,STI,Spouse,Purchase,3/16/2017
Patty Murray,SU,Spouse,Purchase,3/16/2017
Patty Murray,STT,Spouse,Purchase,3/16/2017
Patty Murray,SO,Spouse,Purchase,3/16/2017
Patty Murray,SLB,Spouse,Purchase,3/16/2017
Patty Murray,SNY,Spouse,Purchase,3/16/2017
Patty Murray,SABR,Spouse,Purchase,3/16/2017
Patty Murray,RTN,Spouse,Purchase,3/16/2017
Patty Murray,QCOM,Spouse,Purchase,3/16/2017
Patty Murray,PSA,Spouse,Purchase,3/16/2017
Patty Murray,PRU,Spouse,Purchase,3/16/2017
Patty Murray,PG,Spouse,Purchase,3/16/2017
Patty Murray,PFE,Spouse,Purchase,3/16/2017
Patty Murray,PAYX,Spouse,Purchase,3/16/2017
Patty Murray,PPL,Spouse,Purchase,3/16/2017
Patty Murray,MS,Spouse,Purchase,3/16/2017
Patty Murray,TAP,Spouse,Purchase,3/16/2017
Patty Murray,MSFT,Spouse,Purchase,3/16/2017
Patty Murray,MET,Spouse,Purchase,3/16/2017
Patty Murray,MRK,Spouse,Purchase,3/16/2017
Patty Murray,MXIM,Spouse,Purchase,3/16/2017
Patty Murray,MMC,Spouse,Purchase,3/16/2017
Patty Murray,MTB,Spouse,Purchase,3/16/2017
Patty Murray,KMI,Spouse,Purchase,3/16/2017
Patty Murray,KMB,Spouse,Purchase,3/16/2017
Patty Murray,KEY,Spouse,Purchase,3/16/2017
Patty Murray,KAR,Spouse,Purchase,3/16/2017
Patty Murray,JNJ,Spouse,Purchase,3/16/2017
Patty Murray,JPM,Spouse,Purchase,3/16/2017
Patty Murray,HSY,Spouse,Purchase,3/16/2017
Patty Murray,GSK,Spouse,Purchase,3/16/2017
Patty Murray,GILD,Spouse,Purchase,3/16/2017
Patty Murray,GM,Spouse,Purchase,3/16/2017
Patty Murray,GE,Spouse,Purchase,3/16/2017
Patty Murray,GD,Spouse,Purchase,3/16/2017
Patty Murray,FL,Spouse,Purchase,3/16/2017
Patty Murray,XOM,Spouse,Purchase,3/16/2017
Patty Murray,EXC,Spouse,Purchase,3/16/2017
Patty Murray,ETR,Spouse,Purchase,3/16/2017
Patty Murray,DNKN,Spouse,Purchase,3/16/2017
Patty Murray,DUK,Spouse,Purchase,3/16/2017
Patty Murray,DOW,Spouse,Purchase,3/16/2017
Patty Murray,DIS,Spouse,Purchase,3/16/2017
Patty Murray,CCI,Spouse,Purchase,3/16/2017
Patty Murray,COP,Spouse,Purchase,3/16/2017
Patty Murray,CMA,Spouse,Purchase,3/16/2017
Patty Murray,CMCSA,Spouse,Purchase,3/16/2017
Patty Murray,KO,Spouse,Purchase,3/16/2017
Patty Murray,CSCO,Spouse,Purchase,3/16/2017
Patty Murray,CVX,Spouse,Purchase,3/16/2017
Patty Murray,CVS,Spouse,Purchase,3/16/2017
Patty Murray,BMY,Spouse,Purchase,3/16/2017
Patty Murray,BA,Spouse,Purchase,3/16/2017
Patty Murray,BAC,Spouse,Purchase,3/16/2017
Patty Murray,BGS,Spouse,Purchase,3/16/2017
Patty Murray,AAPL,Spouse,Purchase,3/16/2017
Patty Murray,APA,Spouse,Purchase,3/16/2017
Patty Murray,AMGN,Spouse,Purchase,3/16/2017
Patty Murray,T,Spouse,Purchase,3/16/2017
Patty Murray,LYB,Spouse,Purchase,3/16/2017
Patty Murray,TEL,Spouse,Purchase,3/16/2017
Patty Murray,CB,Spouse,Purchase,3/16/2017
Patty Murray,MDT,Spouse,Purchase,3/16/2017
Patty Murray,ETN,Spouse,Purchase,3/16/2017
Patty Murray,DLPH,Spouse,Purchase,3/16/2017
John F Reed,ESRX,Joint,Sale (Full),3/15/2017
William Cassidy,--,Joint,Sale (Full),2/15/2017
Sheldon Whitehouse,CVS,Child,Sale (Partial),2/23/2017
Sheldon Whitehouse,JCI,Child,Purchase,2/23/2017
Sheldon Whitehouse,BMY,Child,Purchase,2/23/2017
Sheldon Whitehouse,JPM,Child,Purchase,2/23/2017
Sheldon Whitehouse,BUD,Child,Sale (Full),2/23/2017
Sheldon Whitehouse,BRK-B,Spouse,Purchase,2/23/2017
Sheldon Whitehouse,DISH,Joint,Purchase,2/10/2017
Sheldon Whitehouse,EL,Joint,Sale (Full),2/23/2017
Sheldon Whitehouse,MCK,Joint,Purchase,2/23/2017
Sheldon Whitehouse,ABT,Joint,Sale (Full),2/23/2017
Sheldon Whitehouse,BMY,Joint,Purchase,2/23/2017
Sheldon Whitehouse,DISH,Self,Purchase,2/10/2017
Sheldon Whitehouse,ADI,Self,Purchase,2/10/2017
Sheldon Whitehouse,PFE,Self,Purchase,2/10/2017
Thomas R Carper,--,Spouse,Purchase,11/21/2016
Thomas R Carper,--,Spouse,Purchase,11/21/2016
Thomas R Carper,--,Spouse,Sale (Full),11/18/2016
Thomas R Carper,RAI,Spouse,Purchase,11/17/2016
Thomas R Carper,--,Spouse,Sale (Full),11/17/2016
Thomas R Carper,--,Spouse,Purchase,11/14/2016
Thomas R Carper,SCCO,Spouse,Sale (Full),11/14/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
Thomas R Carper,--,Spouse,Purchase,11/11/2016
"Angus S King, Jr.",--,Spouse,Purchase,2/7/2017
Chris Van Hollen,YUMC,Self,Sale (Full),2/17/2017
Chris Van Hollen,YUM,Self,Sale (Full),2/17/2017
Chris Van Hollen,VZ,Self,Sale (Full),2/17/2017
Chris Van Hollen,PEP,Self,Sale (Full),2/17/2017
Chris Van Hollen,JNJ,Self,Sale (Full),2/17/2017
Chris Van Hollen,GE,Self,Sale (Full),2/17/2017
Chris Van Hollen,T,Self,Sale (Full),2/17/2017
John F Reed,CELG,Joint,Purchase,2/21/2017
John F Reed,CELG,Self,Purchase,2/21/2017
John F Reed,TMO,Joint,Purchase,3/6/2017
John F Reed,XBI,Joint,Purchase,3/6/2017
John F Reed,FDX,Joint,Purchase,3/6/2017
John F Reed,ADI,Joint,Purchase,3/6/2017
John F Reed,AGN,Joint,Purchase,3/6/2017
John F Reed,--,Self,Purchase,3/6/2017
John F Reed,XBI,Self,Purchase,3/6/2017
John F Reed,HACK,Self,Purchase,3/6/2017
John F Reed,IYT,Self,Purchase,3/6/2017
John F Reed,FDX,Self,Purchase,3/6/2017
John F Reed,ADI,Self,Purchase,3/6/2017
John F Reed,AGN,Self,Purchase,3/6/2017
John F Reed,ESRX,Self,Sale (Full),3/6/2017
John Hoeven,NGG,Self,Purchase,3/2/2017
John Hoeven,UPS,Self,Purchase,3/2/2017
John Hoeven,QCOM,Self,Purchase,3/2/2017
John Hoeven,KSS,Self,Purchase,2/15/2017
John Hoeven,CCI,Self,Purchase,2/15/2017
Thomas R Carper,--,Self,Exchange,2/28/2017
Thomas R Carper,--,Self,Exchange,2/28/2017
Thomas R Carper,--,Spouse,Sale (Full),2/10/2017
Patrick J Toomey,GE,Joint,Purchase,2/13/2017
Patrick J Toomey,VZ,Joint,Sale (Partial),1/27/2017
Patrick J Toomey,XEL,Joint,Purchase,2/22/2017
Patrick J Toomey,TRV,Joint,Purchase,2/22/2017
Patrick J Toomey,DD,Joint,Purchase,2/22/2017
James M Inhofe,BMY,Self,Sale (Partial),2/28/2017
James M Inhofe,XON,Self,Purchase,2/16/2017
James M Inhofe,AGN,Self,Sale (Partial),2/14/2017
James M Inhofe,CERN,Self,Sale (Full),2/10/2017
James M Inhofe,SYF,Self,Sale (Partial),2/1/2017
James M Inhofe,BMY,Self,Purchase,2/1/2017
Gary C Peters,MPW,Self,Purchase,2/6/2017
"David A Perdue , Jr",--,Joint,Exchange,2/28/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/27/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/24/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/23/2017
"David A Perdue , Jr",PFE,Spouse,Purchase,2/22/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/17/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/16/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/14/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/14/2017
"David A Perdue , Jr",BAX,Joint,Sale (Partial),2/13/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/13/2017
"David A Perdue , Jr",VIAB,Joint,Sale (Full),2/10/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/10/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/10/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/9/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/9/2017
"David A Perdue , Jr",PG,Joint,Sale (Partial),2/8/2017
"David A Perdue , Jr",AMZN,Joint,Purchase,2/8/2017
"David A Perdue , Jr",ORCL,Joint,Purchase,2/8/2017
"David A Perdue , Jr",BAX,Joint,Sale (Partial),2/8/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/8/2017
"David A Perdue , Jr",PKI,Joint,Sale (Partial),2/8/2017
"David A Perdue , Jr",--,Joint,Sale (Partial),2/7/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/6/2017
"David A Perdue , Jr",FEYE,Joint,Purchase,2/7/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/7/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/7/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/6/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/6/2017
"David A Perdue , Jr",--,Joint,Purchase,2/3/2017
"David A Perdue , Jr",--,Joint,Purchase,2/3/2017
"David A Perdue , Jr",FEYE,Joint,Purchase,2/3/2017
"David A Perdue , Jr",VSM,Joint,Purchase,2/2/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),1/31/2017
John Cornyn,AAPL,Self,Sale (Full),2/1/2017
John F Reed,EMR,Joint,Sale (Full),1/30/2017
John F Reed,HON,Joint,Purchase,1/30/2017
John F Reed,PEP,Joint,Sale (Partial),1/31/2017
John F Reed,PEP,Self,Sale (Partial),1/31/2017
Thomas R Tillis,AQFH,Joint,Sale (Full),2/3/2017
Thomas R Tillis,AQFH,Joint,Sale (Partial),2/1/2017
Thomas R Tillis,--,Joint,Sale (Partial),1/26/2017
Susan M Collins,--,Spouse,Purchase,1/31/2017
Sheldon Whitehouse,MDT,Child,Sale (Full),1/11/2017
Sheldon Whitehouse,NVDA,Spouse,Purchase,1/11/2017
Sheldon Whitehouse,PANW,Spouse,Sale (Full),1/11/2017
Sheldon Whitehouse,UNH,Joint,Sale (Partial),1/11/2017
Sheldon Whitehouse,PANW,Joint,Sale (Full),1/11/2017
Sheldon Whitehouse,AAPL,Joint,Sale (Partial),1/11/2017
Sheldon Whitehouse,NSRGY,Joint,Sale (Partial),1/11/2017
Sheldon Whitehouse,TMUS,Joint,Purchase,1/24/2017
Sheldon Whitehouse,IR,Joint,Purchase,1/24/2017
Sheldon Whitehouse,BA,Joint,Purchase,1/24/2017
Sheldon Whitehouse,MO,Joint,Sale (Full),1/30/2017
Sheldon Whitehouse,LW,Joint,Sale (Full),1/30/2017
Sheldon Whitehouse,AAPL,Self,Sale (Partial),1/11/2017
Sheldon Whitehouse,IR,Self,Purchase,1/25/2017
Sheldon Whitehouse,MO,Self,Sale (Full),1/30/2017
Sheldon Whitehouse,USB,Self,Purchase,1/25/2017
Sheldon Whitehouse,BRK-B,Self,Purchase,1/30/2017
Shelley M Capito,USB,Spouse,Purchase,1/30/2017
Patrick J Toomey,VZ,Joint,Sale (Partial),1/27/2017
Patrick J Toomey,--,Joint,Sale (Partial),1/6/2017
Patrick J Toomey,NEE-PC,Joint,Purchase,1/25/2017
Patrick J Toomey,T,Joint,Purchase,1/25/2017
Patrick J Toomey,BAC,Joint,Purchase,1/25/2017
Michael F Bennet,--,Self,Purchase,1/25/2017
Thomas R Carper,--,Spouse,Purchase,1/23/2017
Thomas R Carper,--,Spouse,Purchase,1/23/2017
Thomas R Carper,--,Spouse,Purchase,1/17/2017
Thomas R Carper,--,Spouse,Sale (Full),1/17/2017
"David A Perdue , Jr",WPX,Joint,Sale (Partial),1/27/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),1/26/2017
"David A Perdue , Jr",DISCA,Joint,Purchase,1/26/2017
"David A Perdue , Jr",WPX,Joint,Sale (Partial),1/26/2017
"David A Perdue , Jr",WPX,Joint,Sale (Partial),1/20/2017
"David A Perdue , Jr",WPX,Joint,Sale (Partial),1/19/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),1/18/2017
"David A Perdue , Jr",VSM,Joint,Purchase,1/12/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),1/10/2017
"David A Perdue , Jr",WFM,Joint,Purchase,1/9/2017
"David A Perdue , Jr",VSM,Joint,Purchase,1/4/2017
John F Reed,QCOM,Self,Sale (Partial),1/18/2017
John F Reed,NXPI,Self,Sale (Partial),1/18/2017
John F Reed,QCOM,Joint,Sale (Partial),1/18/2017
John F Reed,NXPI,Joint,Sale (Partial),1/18/2017
Pat Roberts,FB,Spouse,Purchase,1/19/2017
Pat Roberts,TJX,Spouse,Purchase,1/9/2017
Pat Roberts,NOC,Spouse,Purchase,1/3/2017
James M Inhofe,CHKP,Self,Purchase,1/26/2017
James M Inhofe,WFC,Self,Sale (Full),1/19/2017
James M Inhofe,UL,Self,Purchase,1/19/2017
James M Inhofe,ARW,Self,Sale (Full),1/11/2017
James M Inhofe,BUD,Self,Purchase,1/11/2017
John Hoeven,--,Self,Sale (Full),1/12/2017
John Hoeven,MRK,Self,Sale (Full),1/25/2017
John Hoeven,WTW,Self,Purchase,1/24/2017
