senator,ticker,owner,type,transaction_date
Patrick J Toomey,TBT,Joint,Sale (Partial),9/14/2018
Patrick J Toomey,GE,Joint,Sale (Full),9/6/2018
Thomas R Carper,--,Spouse,Purchase,9/10/2018
Thomas R Carper,--,Spouse,Sale (Full),9/10/2018
John Hoeven,FDX,Self,Purchase,9/19/2018
Lamar Alexander,--,Spouse,Sale (Full),8/31/2018
"David A Perdue , Jr",GPK,Joint,Sale (Partial),10/1/2018
"David A Perdue , Jr",MMP,Joint,Purchase,9/24/2018
"David A Perdue , Jr",MMP,Joint,Purchase,9/24/2018
"David A Perdue , Jr",SHLX,Joint,Purchase,9/20/2018
"David A Perdue , Jr",SHLX,Joint,Purchase,9/20/2018
"David A Perdue , Jr",SHLX,Joint,Purchase,9/20/2018
"David A Perdue , Jr",TRP,Joint,Sale (Partial),9/18/2018
"David A Perdue , Jr",EPD,Joint,Purchase,9/18/2018
"David A Perdue , Jr",WMB,Joint,Sale (Partial),9/17/2018
"David A Perdue , Jr",WMB,Joint,Sale (Partial),9/17/2018
"David A Perdue , Jr",WES,Joint,Sale (Partial),9/14/2018
"David A Perdue , Jr",ANDX,Joint,Purchase,9/14/2018
"David A Perdue , Jr",WES,Joint,Sale (Partial),9/14/2018
"David A Perdue , Jr",AXTA,Joint,Purchase,9/13/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),9/13/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),9/13/2018
"David A Perdue , Jr",MU,Joint,Purchase,9/11/2018
"David A Perdue , Jr",EQM,Joint,Purchase,9/10/2018
"David A Perdue , Jr",EQM,Joint,Purchase,9/10/2018
"David A Perdue , Jr",OKE,Joint,Sale (Partial),9/10/2018
"David A Perdue , Jr",OKE,Joint,Sale (Partial),9/10/2018
"David A Perdue , Jr",AAPL,Joint,Sale (Partial),9/5/2018
"David A Perdue , Jr",AXTA,Joint,Purchase,9/5/2018
Pat Roberts,KSS,Spouse,Purchase,8/28/2018
Pat Roberts,--,Spouse,Purchase,8/28/2018
Pat Roberts,NOC,Spouse,Purchase,9/4/2018
Pat Roberts,NOC,Spouse,Purchase,8/28/2018
Pat Roberts,AAPL,Spouse,Purchase,8/28/2018
Pat Roberts,NVDA,Spouse,Purchase,8/28/2018
Pat Roberts,NOC,Spouse,Purchase,8/28/2018
Pat Roberts,NFLX,Spouse,Purchase,8/24/2018
Pat Roberts,AAPL,Spouse,Purchase,8/24/2018
Pat Roberts,AMZN,Spouse,Purchase,8/29/2018
Tina Smith,PODD,Spouse,Sale (Partial),8/30/2018
Tina Smith,CUTR,Spouse,Sale (Full),8/30/2018
Tina Smith,CUTR,Spouse,Sale (Full),8/30/2018
Tina Smith,PODD,Joint,Sale (Full),8/30/2018
"Angus S King, Jr.",NKE,Spouse,Sale (Partial),8/28/2018
"Angus S King, Jr.",CB,Spouse,Sale (Full),8/28/2018
"A. Mitchell McConnell, Jr.",WFC,Spouse,Purchase,9/6/2018
Patrick J Toomey,--,Self,Purchase,8/1/2018
Patrick J Toomey,BBT,Joint,Purchase,8/1/2018
Susan M Collins,--,Spouse,Purchase,8/17/2018
Gary C Peters,--,Self,Purchase,8/22/2018
Patrick J Toomey,CAPL,Self,Sale (Partial),8/22/2018
Patrick J Toomey,CAPL,Self,Sale (Partial),8/9/2018
Patrick J Toomey,PG,Self,Sale (Partial),8/2/2018
Mark R Warner,--,Spouse,Sale (Full),8/14/2018
Mark R Warner,--,Self,Sale (Full),8/14/2018
Mark R Warner,--,Spouse,Sale (Full),8/13/2018
Mark R Warner,--,Self,Sale (Full),8/13/2018
Sheldon Whitehouse,GS,Spouse,Purchase,8/28/2018
Sheldon Whitehouse,T,Spouse,Purchase,8/28/2018
Sheldon Whitehouse,BABA,Spouse,Purchase,8/28/2018
Sheldon Whitehouse,LRCX,Spouse,Purchase,8/28/2018
Sheldon Whitehouse,WMT,Spouse,Purchase,8/28/2018
Sheldon Whitehouse,WMT,Joint,Purchase,8/28/2018
Sheldon Whitehouse,T,Self,Purchase,8/6/2018
Sheldon Whitehouse,BRK-B,Self,Purchase,8/6/2018
Thomas R Carper,--,Spouse,Purchase,8/17/2018
Thomas R Carper,--,Spouse,Sale (Partial),8/13/2018
Thomas R Carper,--,Spouse,Purchase,8/7/2018
Thomas R Carper,--,Spouse,Sale (Full),8/7/2018
Thomas R Carper,--,Spouse,Sale (Full),8/3/2018
"David A Perdue , Jr",GM,Joint,Purchase,8/27/2018
"David A Perdue , Jr",WPX,Joint,Sale (Partial),8/24/2018
"David A Perdue , Jr",HBI,Joint,Purchase,8/24/2018
"David A Perdue , Jr",WMB,Joint,Sale (Partial),8/20/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),8/20/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/17/2018
"David A Perdue , Jr",FEYE,Joint,Purchase,8/16/2018
"David A Perdue , Jr",BAC,Joint,Sale (Partial),8/16/2018
"David A Perdue , Jr",WPX,Joint,Sale (Partial),8/16/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/15/2018
"David A Perdue , Jr",AXTA,Joint,Purchase,8/15/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/14/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/13/2018
"David A Perdue , Jr",CZR,Joint,Purchase,8/10/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/10/2018
"David A Perdue , Jr",WPZ,Joint,Exchange,8/10/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/8/2018
"David A Perdue , Jr",FEYE,Joint,Purchase,8/8/2018
"David A Perdue , Jr",CZR,Joint,Purchase,8/8/2018
"David A Perdue , Jr",PFE,Joint,Sale (Partial),8/8/2018
"David A Perdue , Jr",WPX,Joint,Sale (Partial),8/8/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/7/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),8/7/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/6/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),8/3/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/3/2018
"David A Perdue , Jr",GLW,Joint,Sale (Partial),8/3/2018
"David A Perdue , Jr",GLW,Joint,Sale (Partial),8/3/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),8/3/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),8/2/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),8/1/2018
"David A Perdue , Jr",MOS,Joint,Sale (Partial),8/1/2018
"David A Perdue , Jr",CZR,Joint,Purchase,8/1/2018
Christopher A Coons,--,Child,Sale (Partial),6/22/2018
Christopher A Coons,--,Child,Sale (Partial),6/22/2018
Christopher A Coons,--,Child,Sale (Partial),6/22/2018
Pat Roberts,FB,Spouse,Purchase,8/21/2018
Pat Roberts,--,Spouse,Sale (Full),7/30/2018
Pat Roberts,XOM,Joint,Purchase,8/20/2018
Pat Roberts,DVN,Joint,Sale (Full),8/20/2018
Pat Roberts,NFLX,Spouse,Purchase,8/20/2018
Pat Roberts,NOC,Spouse,Purchase,8/20/2018
Pat Roberts,NVDA,Spouse,Sale (Full),7/30/2018
Pat Roberts,AAPL,Spouse,Sale (Full),7/30/2018
Pat Roberts,AMZN,Spouse,Sale (Full),7/30/2018
Pat Roberts,JPM,Spouse,Sale (Full),7/30/2018
Pat Roberts,BA,Spouse,Sale (Full),7/30/2018
John Hoeven,CAT,Self,Purchase,8/3/2018
Mike Rounds,--,Joint,Purchase,8/20/2018
Tina Smith,IIN,Spouse,Sale (Partial),7/26/2018
James M Inhofe,INTU,Self,Purchase,8/16/2018
James M Inhofe,BKNG,Self,Sale (Full),8/16/2018
James M Inhofe,DHR,Self,Purchase,7/26/2018
James M Inhofe,BAM,Self,Sale (Partial),8/14/2018
James M Inhofe,BFAM,Self,Sale (Partial),7/26/2018
Patrick J Toomey,GE,Joint,Sale (Full),5/18/2017
Patrick J Toomey,GE,Joint,Purchase,2/13/2017
Patrick J Toomey,--,Joint,Purchase,2/22/2017
Patrick J Toomey,TRV,Joint,Purchase,2/22/2017
Patrick J Toomey,DD,Joint,Purchase,2/22/2017
Patrick J Toomey,VZ,Joint,Sale (Full),1/27/2017
Patrick J Toomey,--,Joint,Purchase,1/25/2017
Patrick J Toomey,T,Joint,Purchase,1/25/2017
Patrick J Toomey,BAC,Joint,Purchase,1/25/2017
Patrick J Toomey,GE,Joint,Purchase,12/6/2017
Patrick J Toomey,REVB,Joint,Sale (Partial),11/30/2017
Patrick J Toomey,REVB,Joint,Sale (Partial),11/17/2017
Patrick J Toomey,REVB,Joint,Sale (Partial),11/15/2017
Patrick J Toomey,PHLD,Self,Purchase,8/3/2017
Patrick J Toomey,PFS,Joint,Sale (Full),1/8/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),1/8/2018
Patrick J Toomey,PFS,Joint,Sale (Partial),1/5/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),12/7/2017
Patrick J Toomey,GE,Self,Purchase,12/7/2017
Patrick J Toomey,T,Joint,Sale (Full),8/7/2017
Patrick J Toomey,SPY,Joint,Purchase,3/8/2017
Shelley M Capito,ENB,Spouse,Sale (Partial),7/25/2018
Ladda Tammy Duckworth,DWDP,Joint,Exchange,9/1/2017
Sheldon Whitehouse,GILD,Spouse,Sale (Full),9/20/2017
Ladda Tammy Duckworth,BBL,Joint,Sale (Full),12/21/2017
Sheldon Whitehouse,MCHP,Joint,Sale (Partial),7/9/2018
Sheldon Whitehouse,MCHP,Self,Sale (Partial),7/9/2018
Thomas R Carper,--,Spouse,Purchase,7/23/2018
Thomas R Carper,--,Spouse,Sale (Full),7/23/2018
Thomas R Carper,--,Spouse,Purchase,7/23/2018
Thomas R Carper,--,Spouse,Sale (Full),7/23/2018
John Hoeven,WTW,Self,Purchase,7/26/2018
John Hoeven,--,Self,Purchase,7/25/2018
Patrick J Toomey,REVB,Self,Sale (Partial),7/27/2018
Patrick J Toomey,GLD,Self,Sale (Partial),7/3/2018
Patrick J Toomey,--,Joint,Sale (Full),7/16/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,7/31/2018
"David A Perdue , Jr",WPX,Joint,Sale (Partial),7/30/2018
"David A Perdue , Jr",CBS,Joint,Purchase,7/30/2018
"David A Perdue , Jr",AXTA,Joint,Purchase,7/27/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/25/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/25/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/25/2018
"David A Perdue , Jr",KN,Joint,Sale (Partial),7/25/2018
"David A Perdue , Jr",KN,Joint,Sale (Partial),7/25/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/20/2018
"David A Perdue , Jr",SBUX,Joint,Sale (Full),7/19/2018
"David A Perdue , Jr",GPK,Joint,Sale (Partial),7/17/2018
"David A Perdue , Jr",LYV,Joint,Sale (Partial),7/17/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/16/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/20/2018
"David A Perdue , Jr",NFLX,Joint,Purchase,7/19/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,7/17/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/16/2018
"David A Perdue , Jr",CDLX,Joint,Purchase,7/18/2017
"David A Perdue , Jr",AVP,Joint,Purchase,7/10/2018
"David A Perdue , Jr",LYV,Joint,Sale (Partial),7/13/2018
"David A Perdue , Jr",LYV,Joint,Sale (Partial),7/13/2018
"David A Perdue , Jr",RF,Joint,Purchase,7/13/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/12/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/12/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/11/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),7/10/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/11/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/11/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/10/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/6/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,7/31/2018
"David A Perdue , Jr",WPX,Joint,Sale (Partial),7/30/2018
"David A Perdue , Jr",CBS,Joint,Purchase,7/30/2018
"David A Perdue , Jr",AXTA,Joint,Purchase,7/27/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/25/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/25/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/25/2018
"David A Perdue , Jr",KN,Joint,Sale (Partial),7/25/2018
"David A Perdue , Jr",KN,Joint,Sale (Partial),7/25/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/20/2018
"David A Perdue , Jr",SBUX,Joint,Sale (Full),7/19/2018
"David A Perdue , Jr",GPK,Joint,Sale (Partial),7/17/2018
"David A Perdue , Jr",LYV,Joint,Sale (Partial),7/17/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/16/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/20/2018
"David A Perdue , Jr",NFLX,Joint,Purchase,7/19/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,7/17/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/16/2018
"David A Perdue , Jr",CDLX,Joint,Purchase,7/18/2018
"David A Perdue , Jr",LYV,Joint,Sale (Partial),7/13/2018
"David A Perdue , Jr",LYV,Joint,Sale (Partial),7/13/2018
"David A Perdue , Jr",RF,Joint,Purchase,7/13/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/12/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/12/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),7/11/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),7/10/2018
"David A Perdue , Jr",AVP,Joint,Purchase,7/10/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/11/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/11/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/10/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/6/2018
John F Reed,UNFI,Self,Sale (Full),7/27/2018
Pat Roberts,FB,Spouse,Purchase,7/5/2018
Pat Roberts,NOC,Spouse,Purchase,7/5/2018
Pat Roberts,BAC,Self,Sale (Full),7/24/2018
Pat Roberts,TGT,Spouse,Sale (Full),7/18/2018
Pat Roberts,BAC,Spouse,Sale (Partial),7/18/2018
Pat Roberts,TGT,Spouse,Purchase,7/5/2018
Pat Roberts,BAC,Spouse,Purchase,7/5/2018
James M Inhofe,--,Self,Sale (Full),7/12/2018
James M Inhofe,CELG,Self,Purchase,7/12/2018
Daniel S Sullivan,RPM,Joint,Sale (Partial),3/28/2018
Daniel S Sullivan,RPM,Joint,Sale (Partial),5/22/2018
James M Inhofe,RSPP,Self,Sale (Full),11/13/2017
John F Reed,DHR,Joint,Sale (Partial),7/5/2018
Patrick J Toomey,REVB,Self,Sale (Partial),6/25/2018
Patrick J Toomey,REVB,Self,Sale (Partial),6/6/2018
Shelley M Capito,BA,Spouse,Sale (Full),6/7/2018
Sheldon Whitehouse,WMT,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,PYPL,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,LRCX,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,GS,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,DAL,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,C,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,BA,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,BABA,Spouse,Purchase,6/6/2018
Sheldon Whitehouse,KHC,Joint,Purchase,6/13/2018
Sheldon Whitehouse,BTO,Joint,Purchase,6/13/2018
Sheldon Whitehouse,--,Joint,Purchase,6/13/2018
Sheldon Whitehouse,T,Joint,Purchase,6/13/2018
Sheldon Whitehouse,ON,Self,Purchase,6/13/2018
James M Inhofe,ST,Self,Sale (Full),6/28/2018
James M Inhofe,LEA,Self,Purchase,6/28/2018
James M Inhofe,APTV,Self,Purchase,6/28/2018
Susan M Collins,NSRGY,Spouse,Sale (Full),6/4/2018
Susan M Collins,UNH,Spouse,Purchase,6/4/2018
Susan M Collins,SLB,Spouse,Sale (Full),6/4/2018
Susan M Collins,PFE,Spouse,Sale (Full),6/4/2018
Susan M Collins,PEP,Spouse,Sale (Partial),6/18/2018
Susan M Collins,NSRGY,Spouse,Sale (Full),6/18/2018
Susan M Collins,CMCSA,Spouse,Sale (Full),6/4/2018
Susan M Collins,UNH,Spouse,Purchase,6/4/2018
Susan M Collins,TMO,Spouse,Purchase,6/4/2018
Susan M Collins,MRK,Spouse,Purchase,6/4/2018
Susan M Collins,STZ,Spouse,Purchase,6/18/2018
Susan M Collins,--,Spouse,Purchase,6/13/2018
John Hoeven,T,Self,Purchase,6/27/2018
"David A Perdue , Jr",DISCA,Joint,Sale (Partial),7/5/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/5/2018
"David A Perdue , Jr",GM,Joint,Purchase,7/5/2018
"David A Perdue , Jr",MYL,Joint,Sale (Partial),7/2/2018
"David A Perdue , Jr",SU,Joint,Purchase,6/26/2018
"David A Perdue , Jr",TWX,Joint,Exchange,6/15/2018
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/14/2018
"David A Perdue , Jr",MYL,Joint,Sale (Partial),7/2/2018
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/13/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),6/13/2018
"David A Perdue , Jr",CRMT,Joint,Sale (Full),6/26/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,6/28/2018
"David A Perdue , Jr",CZR,Joint,Purchase,6/28/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,6/27/2018
"David A Perdue , Jr",CZR,Joint,Purchase,6/27/2018
"David A Perdue , Jr",SPY,Joint,Purchase,6/27/2018
"David A Perdue , Jr",BOIVF,Joint,Purchase,6/26/2018
"David A Perdue , Jr",FEYE,Joint,Purchase,6/25/2018
"David A Perdue , Jr",RF,Joint,Purchase,6/25/2018
"David A Perdue , Jr",FEYE,Joint,Purchase,6/25/2018
"David A Perdue , Jr",FEYE,Joint,Purchase,6/22/2018
"David A Perdue , Jr",RF,Joint,Purchase,6/22/2018
"David A Perdue , Jr",FOX,Joint,Sale (Partial),6/21/2018
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/21/2018
"David A Perdue , Jr",KMI,Joint,Sale (Partial),6/21/2018
"David A Perdue , Jr",OKE,Joint,Sale (Partial),6/21/2018
"David A Perdue , Jr",BRK-B,Joint,Purchase,6/21/2018
"David A Perdue , Jr",UHAL,Joint,Purchase,6/21/2018
"David A Perdue , Jr",LNG,Joint,Purchase,6/21/2018
"David A Perdue , Jr",LNG,Joint,Purchase,6/21/2018
"David A Perdue , Jr",RF,Joint,Purchase,6/21/2018
"David A Perdue , Jr",RF,Joint,Purchase,6/21/2018
"David A Perdue , Jr",CZR,Joint,Purchase,6/20/2018
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/20/2018
"David A Perdue , Jr",T,Joint,Sale (Full),6/19/2018
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/19/2018
"David A Perdue , Jr",CRMT,Joint,Sale (Partial),6/14/2018
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/14/2018
"David A Perdue , Jr",--,Joint,Purchase,6/13/2018
"David A Perdue , Jr",SBUX,Joint,Sale (Partial),6/13/2018
"David A Perdue , Jr",OKE,Joint,Exchange,7/3/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),6/11/2018
"David A Perdue , Jr",CRMT,Joint,Sale (Partial),6/11/2018
"David A Perdue , Jr",FDC,Joint,Sale (Partial),6/8/2018
"David A Perdue , Jr",USG,Joint,Sale (Full),6/6/2018
"David A Perdue , Jr",USG,Joint,Sale (Partial),6/4/2018
"David A Perdue , Jr",CRMT,Joint,Sale (Partial),6/1/2018
"David A Perdue , Jr",DISCA,Joint,Purchase,6/4/2018
"David A Perdue , Jr",DISCA,Joint,Purchase,6/4/2018
"David A Perdue , Jr",--,Joint,Exchange,2/28/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/27/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/24/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/23/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/22/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/17/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/16/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/14/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/14/2017
"David A Perdue , Jr",BAX,Joint,Sale (Partial),2/13/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/13/2017
"David A Perdue , Jr",VIAB,Joint,Sale (Full),2/10/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/10/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/10/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/9/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/9/2017
"David A Perdue , Jr",PG,Joint,Sale (Partial),2/8/2017
"David A Perdue , Jr",AMZN,Joint,Purchase,2/8/2017
"David A Perdue , Jr",ORCL,Joint,Purchase,2/8/2017
"David A Perdue , Jr",BAX,Joint,Sale (Partial),2/8/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/8/2017
"David A Perdue , Jr",PKI,Joint,Sale (Partial),2/8/2017
"David A Perdue , Jr",--,Joint,Sale (Partial),2/7/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/6/2017
"David A Perdue , Jr",FEYE,Joint,Purchase,2/7/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/7/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/7/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/6/2017
"David A Perdue , Jr",PFE,Joint,Purchase,2/6/2017
"David A Perdue , Jr",--,Joint,Purchase,2/3/2017
"David A Perdue , Jr",--,Joint,Purchase,2/3/2017
"David A Perdue , Jr",FEYE,Joint,Purchase,2/3/2017
"David A Perdue , Jr",VSM,Joint,Purchase,2/2/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",WOOF,Joint,Sale (Partial),2/1/2017
"David A Perdue , Jr",FOXA,Joint,Sale (Partial),1/31/2017
Gary C Peters,--,Self,Purchase,6/5/2018
Gary C Peters,--,Self,Purchase,5/23/2018
Gary C Peters,SHW,Self,Sale (Partial),5/21/2018
Gary C Peters,--,Self,Purchase,5/23/2018
Gary C Peters,--,Self,Purchase,6/27/2018
Gary C Peters,--,Self,Purchase,6/5/2018
Pat Roberts,AMZN,Spouse,Purchase,6/25/2018
Pat Roberts,NFLX,Spouse,Purchase,6/25/2018
Pat Roberts,CVX,Spouse,Purchase,6/22/2018
Pat Roberts,NFLX,Spouse,Sale (Full),6/22/2018
Pat Roberts,AMZN,Spouse,Sale (Full),6/22/2018
Pat Roberts,BA,Spouse,Purchase,9/27/2017
Pat Roberts,RTN,Spouse,Purchase,9/27/2017
Pat Roberts,--,Spouse,Purchase,9/27/2017
Pat Roberts,SBUX,Spouse,Purchase,9/26/2017
Pat Roberts,GE,Spouse,Sale (Full),9/26/2017
Pat Roberts,COF,Spouse,Purchase,9/26/2017
Pat Roberts,WF,Spouse,Sale (Full),9/26/2017
Pat Roberts,T,Spouse,Sale (Full),9/26/2017
Pat Roberts,BAC,Spouse,Sale (Full),9/26/2017
Pat Roberts,BAC,Spouse,Purchase,9/7/2017
Pat Roberts,CELG,Spouse,Sale (Full),9/7/2017
Pat Roberts,TCS,Spouse,Sale (Full),9/26/2017
Pat Roberts,--,Spouse,Purchase,9/28/2017
Pat Roberts,NOC,Spouse,Purchase,9/28/2017
Pat Roberts,TCS,Spouse,Sale (Full),9/26/2017
Pat Roberts,DVN,Joint,Purchase,11/6/2017
Pat Roberts,NVDA,Spouse,Purchase,11/30/2017
Pat Roberts,TJX,Spouse,Sale (Full),11/30/2017
Pat Roberts,XOM,Spouse,Sale (Full),11/30/2017
Pat Roberts,--,Spouse,Purchase,11/7/2017
Pat Roberts,CVX,Spouse,Purchase,11/7/2017
Pat Roberts,AMZN,Spouse,Purchase,11/7/2017
Pat Roberts,AAPL,Spouse,Purchase,11/8/2017
Pat Roberts,TJX,Spouse,Sale (Full),11/30/2017
Pat Roberts,NFLX,Spouse,Purchase,11/8/2017
Pat Roberts,NFLX,Spouse,Purchase,11/7/2017
Pat Roberts,BIDU,Spouse,Sale (Full),9/9/2017
James M Inhofe,CRSP,Self,Sale (Partial),6/19/2018
James M Inhofe,BMY,Self,Sale (Full),6/4/2018
James M Inhofe,CLR,Self,Sale (Partial),5/29/2018
Steve Daines,--,Joint,Sale (Full),6/2/2017
John Hoeven,MET,Self,Purchase,6/7/2018
John Hoeven,CVS,Self,Purchase,6/7/2018
John Hoeven,AMZN,Self,Purchase,6/1/2018
"A. Mitchell McConnell, Jr.",WFC,Spouse,Purchase,6/1/2018
Susan M Collins,JPM,Spouse,Purchase,5/8/2018
Susan M Collins,USB,Spouse,Sale (Full),5/8/2018
Susan M Collins,HOLX,Spouse,Sale (Full),5/4/2018
Pat Roberts,--,Spouse,Purchase,5/16/2018
Tina Smith,TCMD,Spouse,Sale (Partial),6/1/2018
Tina Smith,TCMD,Spouse,Sale (Full),6/1/2018
Tina Smith,PODD,Spouse,Sale (Partial),6/1/2018
Shelley M Capito,RCL,Spouse,Sale (Full),5/17/2018
Shelley M Capito,BNPQY,Spouse,Sale (Full),5/18/2018
Shelley M Capito,--,Spouse,Sale (Full),5/18/2018
Shelley M Capito,DWDP,Self,Purchase,5/17/2018
Patrick J Toomey,--,Self,Sale (Partial),5/16/2018
Patrick J Toomey,BOX,Self,Sale (Partial),5/2/2018
Patrick J Toomey,BOX,Self,Purchase,5/2/2018
Sheldon Whitehouse,C,Joint,Purchase,5/7/2018
Sheldon Whitehouse,AMZN,Joint,Purchase,5/7/2018
Sheldon Whitehouse,CB,Joint,Purchase,5/7/2018
Sheldon Whitehouse,HD,Joint,Purchase,5/7/2018
Sheldon Whitehouse,MCD,Joint,Purchase,5/7/2018
Sheldon Whitehouse,F,Joint,Purchase,5/24/2018
Sheldon Whitehouse,ETN,Joint,Purchase,5/24/2018
Sheldon Whitehouse,BUD,Joint,Purchase,5/24/2018
Sheldon Whitehouse,ADI,Joint,Purchase,5/24/2018
Sheldon Whitehouse,IBM,Joint,Purchase,5/24/2018
Sheldon Whitehouse,TSLA,Self,Purchase,5/7/2018
Sheldon Whitehouse,MGA,Self,Sale (Full),5/7/2018
Thomas R Carper,--,Spouse,Sale (Full),5/24/2018
Thomas R Carper,--,Spouse,Purchase,5/24/2018
Thomas R Carper,--,Spouse,Sale (Full),5/18/2018
Thomas R Carper,--,Spouse,Purchase,5/17/2018
Thomas R Carper,--,Spouse,Sale (Full),5/11/2018
Thomas R Carper,--,Spouse,Purchase,5/11/2018
Thomas R Carper,--,Spouse,Sale (Partial),5/1/2018
Thomas R Carper,--,Spouse,Purchase,5/1/2018
Thomas R Carper,--,Spouse,Purchase,5/1/2018
Thomas R Carper,--,Spouse,Sale (Partial),5/1/2018
Thomas R Carper,--,Spouse,Sale (Full),5/1/2018
Thomas R Carper,--,Spouse,Sale (Full),5/11/2018
